Tool,Type,Topic,Language,Input,Format input,Output,Format output,Design,Build,Test,Learn,Country/Node,Sequence (i),Protein structure (o),In_DBTL_Cycle,DB,DT,DL,BT,BL,TL,DBT,DBL,DTL,BTL,DBTL
CT-based neuroblastoma tumour detection and segmentation (EUCAIM-SW-022_T-01-02-005),Library,"Data architecture, analysis and design, Oncology, Machine learning",Python,"Image, Report","nii, DICOM format, CSV, JSON",Image,"nii, DICOM format",0,0,1,1,"GIBI230 - HULAFE, Pedro-Miguel Martinez-Girones, Adrian Galiana-Bordera, Carina Soler-Pons, Luis Marti-Bonmati",0,0,1,0,0,0,0,0,1,0,0,0,0,0
MR-based DIPG tumour detection and segmentation (EUCAIM-SW-020_T-01-02-003),Library,"Oncology, Machine learning, Data architecture, analysis and design",Python,"Image, Report","nii, DICOM format, JSON, CSV",Image,"nii, DICOM format",0,0,1,1,"GIBI230 - HULAFE, Matias Fernandez-Paton, Pedro-Miguel Martinez-Girones, Adrian Galiana-Bordera, Carina Soler-Pons, Leonor Cerda-Alberich, Luis Marti-Bonmati",0,0,1,0,0,0,0,0,1,0,0,0,0,0
MR-based glioblastoma tumour detection and segmentation (EUCAIM-SW-021_T-01-02-004),Library,"Data architecture, analysis and design, Oncology, Machine learning",Python,"Image, Report","nii, DICOM format, CSV, JSON",Image,"nii, DICOM format",0,0,1,1,"GIBI230 - HULAFE, Maria Beser-Robles, Pedro-Miguel Martinez-Girones, Adrian Galiana-Bordera, Carina Soler-Pons, Leonor Cerda-Alberich, Luis Marti-Bonmati",0,0,1,0,0,0,0,0,1,0,0,0,0,0
chatmdv,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Multi-Dimensional Viewer,Bioinformatics portal,,,,,,,0,0,0,0,Stephen Taylor,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GeneForge,Workflow,Genomics,Other,,,,,0,0,0,0,Germany,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO2Pathway,Command-line tool,Functional genomics,Python,,,,,0,0,1,0,Germany,0,0,1,0,0,0,0,0,0,0,0,0,0,0
TrueOrtho,Workflow,Comparative genomics,Other,,,,,1,0,0,0,Germany,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Radiatus,Web application,"Data architecture, analysis and design, Machine learning",,,,,,0,0,1,1,"Ana María Arias Beltrán, Instituto Tecnológico de Informática (ITI)",0,0,1,0,0,0,0,0,1,0,0,0,0,0
AITANA,"Command-line tool, Plug-in",Machine learning,Python,,,,,0,0,0,1,"Ana María Arias Beltrán, Instituto Tecnológico de Informática (ITI)",0,0,1,0,0,0,0,0,0,0,0,0,0,0
ProteoPy,Library,"Bioinformatics, Proteomics experiment",Python,,,,,0,0,1,1,"Isabell Bludau, Ian Dirk Fichtner",0,0,1,0,0,0,0,0,1,0,0,0,0,0
biokanga,Suite,"Mapping, Genomics, Sequence assembly",C++,,,,,0,1,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
salmonKallistoMtxTo10x,Command-line tool,Single-cell sequencing,Python,Gene expression matrix,MTX,Gene expression matrix,MTX,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Boltz,Command-line tool,"Protein binding sites, Molecular modelling",Python,,,,,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
bioBakery Workflows,Workflow,Genomics,Python,Nucleic acid sequence,FASTQ,Nucleic acid report,Textual format,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3D-DART,Web application,"Structural biology, NMR, Data visualisation, Nucleic acid structure analysis",,,,,,0,0,1,0,Netherlands,0,0,1,0,0,0,0,0,0,0,0,0,0,0
pathway-subtyping,"Library, Command-line tool","Omics, Computational biology, Machine learning, Biosciences",Python,,,,,1,0,1,1,,0,0,1,0,1,1,0,0,1,0,0,1,0,0
shic,Script,,,"Protein report, Mass spectrometry data, Sequence distance matrix, Protein sequence, Peptide identification, Text mining report","protXML, MGF, Nexus format, FASTA, pepXML, mzIdentML, XML, TSV","ID list, Mass spectrometry data, Sequence distance matrix, UniProt accession, Protein sequence, ChEBI ID, Peptide identification, Protein name, Protein name (UniProt)","TSV, MGF, mega, mzIdentML, Textual format",0,0,0,0,"Magnus Palmblad, Veit Schwämmle, Dirk Winkelhardt, Vedran Kasalica, Anna-Lena Lamprecht",1,0,0,0,0,0,0,0,0,0,0,0,0,0
UM - Automated detection and segmentation NSCLC,,"Data architecture, analysis and design",Python,,,,,0,0,1,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
UM - CT18 Abnormality Classification,Script,Machine learning,Python,,,,,0,0,0,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
UM - Prostate Segmentation Cassification,Script,Machine learning,Python,,,,,0,0,0,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
UM - PixelsToPrognosis-NSCLC,Script,Machine learning,Python,,,,,0,0,0,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
UM - Breast DCE pCR prediction,Script,Machine learning,Python,,,,,0,0,0,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
covsnap,"Desktop application, Command-line tool","Sequence analysis, Data quality management",Python,Nucleic acid sequence alignment,BAM,Quality control report,HTML,0,0,0,0,Enes Ak,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GlyCombo,Desktop application,Omics,C#,Mass spectrum,mzML,Carbohydrate structure,,0,0,1,0,"Christopher Ashwood, Maia Kelly",0,0,1,0,0,0,0,0,0,0,0,0,0,0
Picopore,Library,"Sequencing, Genomics",Python,,,,,0,1,0,0,Scott Gigante,0,0,1,0,0,0,0,0,0,0,0,0,0,0
trackastra-galaxy,Command-line tool,Light microscopy,Python,,,,,0,0,0,0,"UK, Czech Republic",0,0,0,0,0,0,0,0,0,0,0,0,0,0
InChI Open Education Resource (OER),,"Ear, nose and throat medicine, Chemistry, Data protection, Small molecules, Cheminformatics",,,,,,1,0,0,0,"Robert E. Belford, C V Degen",0,0,1,0,0,0,0,0,0,0,0,0,0,0
SLiM,"Command-line tool, Desktop application","Ecology, Molecular interactions, pathways and networks, Genetic variation, Evolutionary biology",C++,,,,,0,0,0,0,"Philipp Messer, Benjamin C. Haller",0,0,0,0,0,0,0,0,0,0,0,0,0,0
Genxflo,Workbench,"Workflows, Bioinformatics","JavaScript, Python, TypeScript, CWL",,,,,0,0,0,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Lyrebird,,"Metagenomics, Virology",Python,,,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DSSPcont,Web application,"Protein secondary structure, Structure prediction, DNA structural variation, Protein structure analysis, Proteins",,,,,,1,0,0,0,Carter P.,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SAMBO Optimization,Library,"Applied mathematics, Data visualisation, Machine learning",,,,,,0,0,1,1,,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Bionoculars,"Web application, Web service","Biomedical science, Medicine, Biology, Natural language processing, Ontology and terminology, Literature and language",,,,,,1,1,0,0,,0,0,1,1,0,0,0,0,0,0,0,0,0,0
pathotypr,"Command-line tool, Desktop application","Genomics, Microbiology, Genotype and phenotype, Sequencing, Public health and epidemiology, Machine learning",Rust,Sequence,"FASTA, FASTQ",Genotype/phenotype report,TSV,0,1,1,1,"Paula Ruiz-Rodriguez, Mireia Coscolla, I2SysBio (CSIC - Universitat de València), PathoGenOmics Lab",1,0,1,0,0,0,1,1,1,0,0,0,1,0
COVID19-dataset,Database portal,"Genetic variation, Omics, Data management",,,,,,0,0,1,1,Ángel Esteban,0,0,1,0,0,0,0,0,1,0,0,0,0,0
COLPORTAL,"Database portal, Web application","Oncology, Omics, Medical informatics",,,,,,0,0,1,0,Ángel Esteban,0,0,1,0,0,0,0,0,0,0,0,0,0,0
eddymotion,,"Medical imaging, MRI, Statistics and probability",,,,,,0,0,0,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
DIGEVAR,Web application,"Genetic variation, Rare diseases, Bioinformatics",,,,,,0,0,0,1,Ángel Esteban,0,0,1,0,0,0,0,0,0,0,0,0,0,0
DataRaiders,Workflow,"Ontology and terminology, Data integration and warehousing, Natural language processing",,,,,,0,0,0,0,Ángel Esteban,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ELORA,Web application,"Biobank, Data management",,,,,,0,0,0,1,Ángel Esteban,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SemanticCRF,Web application,"Data integration and warehousing, Data governance, Data identity and mapping, Medical informatics",,,,,,0,0,0,0,Angel Esteban,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAL2NAL,Web application,"Gene transcripts, DNA, Sequence analysis, Proteins, Gene expression",Perl,,,,,0,0,1,0,Mikita Suyama,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Search Ontologies,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Autoencoder_RF_TabPFN for Cross-Cancer Metabolomics,Command-line tool,"Human biology, Bioinformatics, Machine learning",Python,,,,,0,0,0,1,Sven Hauns,0,0,1,0,0,0,0,0,0,0,0,0,0,0
bc-GenExMiner,Database portal,"Microarray experiment, Gene expression, RNA-Seq, Oncology, Molecular interactions, pathways and networks",,,,,,0,0,1,0,Pascal Jézéquel,0,0,1,0,0,0,0,0,0,0,0,0,0,0
PROVEAN,Web application,"Sequence analysis, Protein variants",Shell,,,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gromacs,"Command-line tool, Library, Suite",Molecular dynamics,,Structure,PDB,,,0,0,0,0,GROMACS support,0,0,0,0,0,0,0,0,0,0,0,0,0,0
quac,Command-line tool,Sequence analysis,Python,,,,,0,0,0,0,Manavalan Gajapathy,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Omics Studio,Web application,"Bioinformatics, Proteomics, Metabolomics, Transcriptomics, Multiomics",Other,,,,,0,0,1,1,,0,0,1,0,0,0,0,0,1,0,0,0,0,0
hicap,Command-line tool,,,,,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rosalution,Web application,Genetic variation,"JavaScript, Python",,,,,0,0,0,0,Angelina Uno-Antonison,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lab Integrated Data (LabID),"Web application, Command-line tool","Biology, Data curation and archival, FAIR data, Workflows, Data management",,,,,,0,1,0,1,"Charles Girardot, Jelle Scholtalbers, Matthias Monfort, Nayeem Reza, Laurent Thomas, EMBL Heidelberg",0,0,1,0,0,0,0,1,0,0,0,0,0,0
CPSM: Cancer patient survival model,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HP-Phasing,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bio.tools,"Web API, Database portal, Web application","Ontology and terminology, Bioinformatics, Data curation and archival, Computational biology","JavaScript, Python",Text,plain text format (unformatted),Tool metadata,"YAML, JSON, XML",1,0,0,1,Denmark,0,0,1,0,0,1,0,0,0,0,0,0,0,0
The MINERVA Platform,,"Molecular interactions, pathways and networks, Omics, Translational medicine, Systems biology",,,,,,1,0,1,0,Luxembourg,0,0,1,0,1,0,0,0,0,0,0,0,0,0
RasMol,Web application,"Data visualisation, Human biology, Molecular modelling, Protein structural motifs and surfaces, Structure prediction","C++, C",,,,,1,0,1,0,Herbert J. Bernstein,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Anne O Tate,Web application,"Natural language processing, Data mining",,,,,,0,0,0,0,Neil R. Smalheiser,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GRNsight,Web application,"Molecular interactions, pathways and networks, Gene regulation",JavaScript,,,,,0,0,0,0,"Alex Miller, Jia Celyne Garcia, Cindy Tong, Amelie Dinh, Milka Zekarias, Ngoc Kim Ngan Tran, Cecilia Zaragoza, A’Kaia Phelps, Ona O. Igbinedion, Ahmad R. Mersaghian, Ian M. Green, Lauren L. Amparo, Alexia M. Filler, Kevin B. Patterson, John L. Lopez, Justin Kyle T. Torres, Eileen Choe, Jen Shin, Mihir Samdarshi, Anindita Varshneya, Nicole A. Anguiano, Britain J. Southwick, Ben G. Fitzpatrick, Loyola Marymount University, NSF award 0921038; LMU Rains Research Assistant Program; LMU Summer Undergraduate Research Program, lmu.edu, Kam D. Dahlquist, John David N. Dionisio",0,0,0,0,0,0,0,0,0,0,0,0,0,0
PangyPlot,Web application,"Genomics, Population genetics","JavaScript, Python",,,,,0,0,0,0,Scott Mastromatteo,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MHCcluster,Web application,"Immunoproteins, genes and antigens",,Sequence motif,FASTA,"Phylogenetic tree, Heat map","Phylogenetic tree format, Binary format",0,0,0,0,"CBS, Morten Nielsen",1,0,0,0,0,0,0,0,0,0,0,0,0,0
VICTOR,Web application,"Phylogeny, Genomics, Virology",,,,,,0,0,0,0,Jan Meier-Kolthoff,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frog,Web application,"Molecular modelling, Small molecules",,Small molecule structure,"SDF, SMILES, Mol2",Small molecule structure,"SDF, PDB, Mol2",1,0,0,0,"Pierre Tufféry, Frederic Guyon, Maria A. Miteva",0,0,1,0,0,0,0,0,0,0,0,0,0,0
COPASI,"Command-line tool, Library, Desktop application",Systems biology,C++,Pathway or network,"COMBINE OMEX, SED-ML, CopasiML, SBML",Pathway or network,"COMBINE OMEX, SED-ML, CopasiML, SBML",1,0,0,0,Germany,0,0,1,0,0,0,0,0,0,0,0,0,0,0
TIPP3,,Metagenomics,,,,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BCFtools,"Suite, Command-line tool","Genetic variation, DNA polymorphism, GWAS study, Genotyping experiment",C,Sequence variations,"BCF, VCF",Sequence variations,"BCF, VCF",0,0,0,0,"Wellcome Sanger Institute, Samtools Help mailing list",1,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMtools,"Suite, Command-line tool","Mapping, Sequence analysis, Sequencing, Rare diseases",C,Sequence trace,"BAM, CRAM, SAM",Sequence trace,"BAM, CRAM, SAM",0,1,0,0,"Richard Durbin, Wellcome Sanger Institute, Samtools Help mailing list",1,0,1,0,0,0,0,0,0,0,0,0,0,0
HTSlib,Library,Data management,C,"Sequence trace, Sequence variations","CRAM, FASTA, SAM, BAM, FASTQ, BCF, VCF","Sequence trace, Sequence variations","CRAM, FASTA, SAM, BAM, FASTQ, BCF, VCF",0,0,0,1,"Wellcome Sanger Institute, Samtools Help mailing list",1,0,1,0,0,0,0,0,0,0,0,0,0,0
MetaboLink,Web application,"Metabolomics, Lipidomics, Workflows",R,Expression data,CSV,,,0,0,1,0,"Ana Mendes, Nils J Færgeman",0,0,1,0,0,0,0,0,0,0,0,0,0,0
RhizoVision Explorer,Desktop application,"Agricultural science, Imaging, Plant biology, Phenomics",C++,,,,,0,0,0,0,Larry M. York,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CUPP,Database portal,"Carbohydrates, Small molecules, Enzymes, Model organisms, DNA",,,,,,1,0,1,0,Anne S Meyer,0,0,1,0,1,0,0,0,0,0,0,0,0,0
biogrowth,Web application,"Microbial ecology, Microbiology, Data visualisation, Applied mathematics",,,,,,0,0,1,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Freezing-Point,Desktop application,Neurobiology,Python,,,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MacVector,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SnapGene,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
duphold,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QUAST,Workflow,Sequence assembly,"Perl, Python, C",Sequence set (nucleic acid),FASTA,,,0,1,0,0,QUAST Support,1,0,1,0,0,0,0,0,0,0,0,0,0,0
AgriSchemas,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bioschemas,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Schema.org,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KnetMiner,Web service,"Plant biology, Data mining, Literature and language, Molecular interactions, pathways and networks, Agricultural science","Java, JavaScript",,,,,1,0,0,0,UK,0,0,1,0,0,0,0,0,0,0,0,0,0,0
EUCAIM DICOM Anonymizer,Desktop application,"Medical imaging, Data protection",C++,,,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WEBnma,"Web API, Suite","Protein structure analysis, Protein folds and structural domains",Python,"Protein structure, Structure alignment","PDB, FASTA-like (text)","Plot, Sequence profile, Structural profile","PDF, Textual format",0,0,0,0,Norway,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BioMercator,Desktop application,"Quantitative genetics, Plant biology",Java,"QTL map, Genome map","XML, Textual format, GFF3",,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SERtool,"Bioinformatics portal, Web service, Command-line tool","Sequence analysis, Sequence sites, features and motifs","Rust, Python",,,,,1,0,0,0,Meng Ren,0,0,1,0,0,0,0,0,0,0,0,0,0,0
RMSX and Flipbook,"Suite, Workflow","Biophysics, Computational biology, Computational chemistry, Molecular dynamics","R, Python",Trajectory data,,Image,,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
GPCRchimeraDB,Database portal,"Molecular biology, Structural biology, Biochemistry, Bioengineering",,"Protein sequence, Protein sequence record, Sequence range, ID list, Protein property, Protein structure, Citation",,"Map data, Plot, Protein property, Protein features, Sequence set (protein)",,0,0,0,0,Belgium,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mapler,"Workflow, Command-line tool","Metagenomics, Sequence assembly","Bash, Python","Sequence trace, Sequence set (nucleic acid)","FASTQ, FASTA","Sequence set (nucleic acid), Quality control report","FASTA, DSV, Textual format, HTML",0,1,0,0,"Nicolas Maurice, Claire Lemaitre, Riccardo Vicedomini, Clémence Frioux",1,0,1,0,0,0,0,0,0,0,0,0,0,0
HistoAtlas,"Web application, Bioinformatics portal, Database portal",Bioinformatics,,,,,,0,0,0,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
STaBioM-Standardised-Bioinformatics-for-Microbial-samples,"Web application, Command-line tool","Whole genome sequencing, Whole genome sequencing","Shell, Python, R",,,"Alpha diversity data, Beta diversity data, Heat map, Quality control report",,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NetPhos,"Command-line tool, Web application, Web service","Sequence sites, features and motifs",,Sequence,FASTA,"Protein features, Sequence report","Textual format, Binary format",1,0,0,0,"CBS, Nicolaj Blom",1,0,1,0,0,0,0,0,0,0,0,0,0,0
splithalfr,Library,Topic,R,,,,,0,0,0,0,Thomas Pronk,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plottie,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QMRITools,,"MRI, Endocrinology and metabolism, Pathology, Preclinical and clinical studies",,,,,,0,0,0,0,Martijn Froeling,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Insilico Sigma,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCiLS Lab,Desktop application,,,Mass spectrometry data,imzML metadata file,"Image, Plot, Report","tiff, OME-TIFF, JPG, PNG, PDF, CSV",0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VMS-Fish,,"Model organisms, Developmental biology, Agricultural science, Zoology",,,,,,0,0,0,0,"Vishnu Muraleedharan Saraswathy, Mayssa H. Mokalled",0,0,0,0,0,0,0,0,0,0,0,0,0,0
BigSeqKit,"Library, Command-line tool",Sequence analysis,Python,DNA sequence,"FASTQ, FASTA",DNA sequence,"FASTQ, FASTA",0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Random Number Lab,Web application,"Statistics and probability, Experimental design and studies",JavaScript,,,,,0,0,0,1,Thomas Amthor,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Inflexa,"Web API, Web application","Bioinformatics, Cheminformatics, Machine learning, Natural language processing, Omics","Python, TypeScript, Go",,,,,0,0,1,1,Support,0,0,1,0,0,0,0,0,1,0,0,0,0,0
PLAST,Command-line tool,"Comparative genomics, Sequence analysis",C++,"DNA sequence, Sequence set (nucleic acid), Sequence set","unambiguous pure nucleotide, GFA 1, Binary format, FASTA, FASTQ","Nucleic acid sequence alignment, Sequence set","BLAST results, GFA 1, Binary format",1,0,0,0,"Bielefeld University, Genome Informatics, Tizian Schulz",1,0,1,0,0,0,0,0,0,0,0,0,0,0
cuffcompare,Web application,Sequencing,C++,"Data, Sequence alignment","GFF3, GTF, FASTA",Data,"TSV, GTF",0,1,0,0,Galaxy Support Team,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Machine learning code to compute health environmental-clinical risk scores in European children,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ShinyDataSHIELD -R Shiny app for federated non-disclosive data analysis in multicohort studies,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tutorial: Non-disclosive federated exposome data analysis with DataSHIELD and Bioconductor,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tutorial: Federated lasso for feature-selection w control of covariates in DataSHIELD (dsLassoCov),,,,,,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tutorial: Implementation of outcome-wide analysis methods,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tutorial: Repeated exposome data analysis,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OpenSAFELY,Bioinformatics portal,"Musculoskeletal medicine, Public health and epidemiology, Pain medicine, Cybersecurity, Surgery",,,,,,0,0,0,0,Andrea L Schaffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PharmaGist,Web application,"Medicinal chemistry, Small molecules, Molecular interactions, pathways and networks, Protein folding, stability and design, Structure prediction",,,,,,1,0,0,0,PharmaGist Administrator,0,0,1,0,0,0,0,0,0,0,0,0,0,0
PepQueryMHC,,"Proteogenomics, Immunoinformatics, Immunoproteins and antigens, Small molecules, RNA-Seq",,,,,,1,0,0,0,Bing Zhang,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Helix Insight,Web application,"Human genetics, Genotype and phenotype, Rare diseases, Genetic variation, Medical informatics",Python,Sequence variations,VCF,"Sequence report, Genotype/phenotype report, Disease report",,0,0,1,0,Helena Bioinformatics,1,0,1,0,0,0,0,0,0,0,0,0,0,0
ESIprot,"Web application, Desktop application","Proteomics, Proteomics experiment",Python,Peptide mass fingerprint,Mass spectrometry data format,Peptide mass fingerprint,Mass spectrometry data format,0,0,1,0,Robert Winkler,0,0,1,0,0,0,0,0,0,0,0,0,0,0
PSIPRED,Web application,"Structure prediction, Protein folds and structural domains, Protein secondary structure, Protein folding, stability and design, Protein structure analysis",,,,,,1,0,0,0,psipred team,0,0,1,0,0,0,0,0,0,0,0,0,0,0
FANTASIA,Command-line tool,"Molecular evolution, Natural language processing, Functional genomics, Open science","Python, SQL",,,,,0,0,1,0,Spain,0,0,1,0,0,0,0,0,0,0,0,0,0,0
STIM,,"Zoology, Parasitology, Microbiology, Tropical medicine, Infectious disease",Python,,,,,0,0,0,0,"Gary Vestal, Zhiyong Zhou, Ya Ping Shi",0,0,0,0,0,0,0,0,0,0,0,0,0,0
